"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","ARO","V17","V18","V19","V20","V21","V22","ARG.class","gene","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.031_929_892.BLA",1,879,"+","(Bla)blaNMC-A","1-879/879","===============","0/0",100,94.31,"argannot","Z21956:1221-2099","(Bla)blaNMC-A",NA,"ARO:3003589","NmcA","Perfect","ARO:0000008,ARO:0000020,ARO:0000058,ARO:3000637","cefoxitin,carbapenem,cefazolin,ampicillin","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaNMC-A","ABRicate-ARGANNOT",94.31,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.032_080_692.SFLR",1,1039,"+","(Phe)floR","175-1213/1215","..=============","0/0",85.51,84.99,"argannot","AKLJ01000508:383-1597","(Phe)floR",NA,"ARO:3002705","floR","Strict","ARO:3000385,ARO:3000461","chloramphenicol,florfenicol","ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic","Phe","floR","ABRicate-ARGANNOT",84.99,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.032_080_693.TETR",1,609,"+","(Tet)tetR(G)","1-609/633","===============","0/0",96.21,93.27,"argannot","S52438:113-745","(Tet)tetR(G)",NA,"ARO:3003479","tetR","Loose","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetR(G)","ABRicate-ARGANNOT",93.27,"ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"GMGC10.032_080_694.TETA",1,1176,"+","(Tet)tetG","1-1176/1176","===============","0/0",100,91.84,"argannot","AF133140:757-1932","(Tet)tetG",NA,"ARO:3000174","tet(G)","Loose","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetG","ABRicate-ARGANNOT",91.84,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.032_095_178.TETA",1,1247,"+","(Tet)tetA","1-1247/1275","===============","0/0",97.8,100,"argannot","JX424423:94438-95712","(Tet)tetA",NA,"ARO:3000165","tet(A)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetA","ABRicate-ARGANNOT",100,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.032_102_301.MT0276",913,1458,"+","(AGly)aac2-Ic","1-546/546","===============","0/0",100,100,"argannot","U72714:373-918","(AGly)aac2-Ic",NA,"ARO:3002525","AAC(2')-Ic","Strict","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac2-Ic","ABRicate-ARGANNOT",100,"ARO:3000341","AAC(2')","aac"
"GMGC10.032_148_748.UNKNOWN",1,1263,"+","(Tet)tetA-P","1-1263/1263","===============","0/0",100,89.94,"argannot","L20800:1063-2325","(Tet)tetA-P",NA,"ARO:3000180","tetA(P)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetA-P","ABRicate-ARGANNOT",89.94,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.032_274_197.PPS",1,2616,"+","(Rif)rphD","1-2619/2619","========/======","5/13",99.69,80.45,"argannot","NG_063826:1-2619","(Rif)rphD",NA,"ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","Rif","rphD","ABRicate-ARGANNOT",80.45,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.032_334_890.CPHA",1,719,"+","(Bla)blaIND-7","1-719/720","===============","0/0",99.86,88.32,"argannot","AB529520:1-720","(Bla)blaIND-7",NA,"ARO:3002263","IND-7","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","blaIND-7","ABRicate-ARGANNOT",88.32,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.032_339_608.CPHA",1,741,"+","(Bla)blaMUS-1","1-741/741","===============","0/0",100,100,"argannot","AF441286:225-965","(Bla)blaMUS-1",NA,"ARO:3000843","MUS-1","Perfect","ARO:0000020,ARO:0000064,ARO:0000078,ARO:3003832","carbapenem,amoxicillin,piperacillin,ticarcillin","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaMUS-1","ABRicate-ARGANNOT",100,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.032_348_791.ERMX",1,839,"+","(MLS)erm(34)","1-839/846","===============","0/0",99.17,95.47,"argannot","AY234334:355-1200","(MLS)erm(34)",NA,"ARO:3000600","Erm(34)","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","MLS","erm(34)","ABRicate-ARGANNOT",95.47,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.032_354_070.CPHA",1,732,"+","(Bla)blaJOHN-1","1-732/747","===============","0/0",97.99,81.97,"argannot","AY02846:443-1189","(Bla)blaJOHN-1",NA,"ARO:3000840","JOHN-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaJOHN-1","ABRicate-ARGANNOT",81.97,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.032_365_994.TETA",1,1185,"+","(Tet)tetD","1-1185/1185","===============","0/0",100,94.68,"argannot","AB089602:1521-2705","(Tet)tetD",NA,"ARO:3000168","tet(D)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetD","ABRicate-ARGANNOT",94.68,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.032_518_742.QNR",4,657,"+","(Flq)qnrVC1","3-657/657","========/======","1/1",99.54,80.92,"argannot","JX861889:3123-3779","(Flq)qnrVC1",NA,"ARO:3002799","QnrVC1","Perfect","ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666","ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin","ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001","fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic","Flq","qnrVC1","ABRicate-ARGANNOT",80.92,"ARO:3000419","quinolone resistance protein (qnr)","qnr"
"GMGC10.032_547_782.UNKNOWN",1,879,"+","(Bla)blaCIA-1","1-879/879","===============","0/0",100,82.82,"argannot","AB639753:1-879","(Bla)blaCIA-1",NA,"ARO:3004768","CIA-1","Perfect","ARO:0000020,ARO:0000032","carbapenem,cephalosporin","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaCIA-1","ABRicate-ARGANNOT",82.82,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.032_548_687.CPHA",1,729,"+","(Bla)blaCGB-1","1-729/729","===============","0/0",100,86.56,"argannot","EF672680:1-729","(Bla)blaCGB-1",NA,"ARO:3000841","CGB-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaCGB-1","ABRicate-ARGANNOT",86.56,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.032_557_666.PPS",22,2616,"+","(Rif)rphD","22-2619/2619","========/======","6/11",98.93,80.71,"argannot","NG_063826:1-2619","(Rif)rphD",NA,"ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","Rif","rphD","ABRicate-ARGANNOT",80.71,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.032_558_356.CAT",1,648,"+","(phe)catA_variant1","1-648/648","===============","0/0",100,88.89,"argannot","NG_060532:101-748","(phe)catA_variant1",NA,"ARO:3004452","Alkalihalobacillus clausii chloramphenicol acetyltransferase","Strict","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","phe","catA_variant1","ABRicate-ARGANNOT",88.89,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.032_651_066.PPS",1,2616,"+","(Rif)rphD","1-2619/2619","========/======","5/7",99.81,80.12,"argannot","NG_063826:1-2619","(Rif)rphD",NA,"ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","Rif","rphD","ABRicate-ARGANNOT",80.12,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.032_678_707.CPHA",1,720,"+","(Bla)blaIND-9","1-720/720","===============","0/0",100,91.81,"argannot","GU186045:35-754","(Bla)blaIND-9",NA,"ARO:3002265","IND-9","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","blaIND-9","ABRicate-ARGANNOT",91.81,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.032_834_203.CAT",14,608,"+","(Phe)catA-St","20-614/663","========/=====.","2/2",89.59,81.88,"argannot","NG_047581:101-763","(Phe)catA-St",NA,"ARO:3004460","Vibrio anguillarum chloramphenicol acetyltransferase","Loose","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","catA-St","ABRicate-ARGANNOT",81.88,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.032_943_477.MEXF",1,3120,"+","(Flq)OqxBgb","1-3120/3153","===============","0/0",98.95,89.01,"argannot","EU370913:47851-51003","(Flq)OqxBgb",NA,"ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxBgb","ABRicate-ARGANNOT",89.01,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.032_955_009.AACC",1,846,"+","(AGly)aac3-IIa","1-846/861","===============","0/0",98.26,99.88,"argannot","X51534:91-951","(AGly)aac3-IIa",NA,"ARO:3004621","AAC(3)-IIe","Strict","ARO:0000007,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007378,ARO:3007382","dibekacin,sisomicin,netilmicin,tobramycin,6'-N-ethylnetilmicin,2'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac3-IIa","ABRicate-ARGANNOT",99.88,"ARO:3000322","AAC(3)","aac"
"GMGC10.032_956_070.TETR",189,777,"+","(Tet)tetR","63-651/651",".==============","0/0",90.48,100,"argannot","HF545434:53576-54226","(Tet)tetR",NA,"ARO:3003479","tetR","Loose","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetR","ABRicate-ARGANNOT",100,"ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"GMGC10.032_958_580.BLA",1,821,"+","(Bla)blaSHV-1","1-821/862","===============","0/0",95.24,99.76,"argannot","AF148850:6-866","(Bla)blaSHV-1",NA,"ARO:3001059","SHV-1","Perfect","ARO:0000032,ARO:3000008,ARO:3000637","cephalosporin,penicillin beta-lactam,ampicillin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaSHV-1","ABRicate-ARGANNOT",99.76,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.032_960_610.SCLAV_1890",1,694,"+","(MLS)lnu(F)","1-694/822","=============..","0/0",84.43,100,"argannot","EU118119:1030-1851","(MLS)lnu(F)",NA,"ARO:3002879","linG","Perfect","ARO:0000046","lincomycin","ARO:0000017","lincosamide antibiotic","MLS","lnu(F)","ABRicate-ARGANNOT",100,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.033_007_153.CPHA",1,720,"+","(Bla)blaCGB-1","1-729/729","========/======","1/9",98.77,80.25,"argannot","EF672680:1-729","(Bla)blaCGB-1",NA,"ARO:3000841","CGB-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaCGB-1","ABRicate-ARGANNOT",80.25,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.033_010_597.TETP",1,1920,"+","(Tet)tetM","1-1920/1920","===============","0/0",100,96.46,"argannot","DQ534550:1451-3370","(Tet)tetM",NA,"ARO:3000186","tet(M)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","Tet","tetM","ABRicate-ARGANNOT",96.46,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.033_048_322.VANZ",9,596,"+","(Gly)vanZF-Pp","21-596/621","========/======","1/12",92.75,81.63,"argannot","AF155139:4339-4959","(Gly)vanZF-Pp",NA,"ARO:3002963","vanZ gene in vanF cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","vanZF-Pp","ABRicate-ARGANNOT",81.63,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.033_073_453.DDL",1,1029,"+","(Gly)vanA-Ao2","1-1029/1047","===============","0/0",98.28,80.08,"argannot","HQ679900:1034-2080","(Gly)vanA-Ao2",NA,"ARO:3002913","vanO","Strict","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","vanA-Ao2","ABRicate-ARGANNOT",80.08,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.033_075_653.VANX",12,595,"+","(Gly)vanX-Sc","12-604/609","========/======","5/13",95.57,81.85,"argannot","AL939117:55404-56012","(Gly)vanX-Sc",NA,"ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanX-Sc","ABRicate-ARGANNOT",81.85,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.033_091_450.AADA",1,534,"+","(AGly)aadB","1-534/534","===============","0/0",100,100,"argannot","JQ690540:4275-4808","(AGly)aadB",NA,"ARO:3000230","ANT(2'')-Ia","Perfect","ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3007382","dibekacin,sisomicin,kanamycin A,tobramycin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aadB","ABRicate-ARGANNOT",100,"ARO:3004276","ANT(2'')","ant"
"GMGC10.033_110_104.CAT",1,663,"+","(Phe)catA-St","1-663/663","===============","0/0",100,94.12,"argannot","NG_047581:101-763","(Phe)catA-St",NA,"ARO:3004460","Vibrio anguillarum chloramphenicol acetyltransferase","Loose","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","catA-St","ABRicate-ARGANNOT",94.12,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.033_124_343.VANX",13,603,"+","(Gly)vanX-Sc","13-603/609","===============","0/0",97.04,83.25,"argannot","AL939117:55404-56012","(Gly)vanX-Sc",NA,"ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanX-Sc","ABRicate-ARGANNOT",83.25,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.033_127_742.YJIC",1,1163,"+","(MLS)oleD","34-1196/1248","========/======","2/4",93.03,85.75,"argannot","NG_048021:11248","(MLS)oleD",NA,"ARO:3000865","oleD","Perfect","ARO:0000006,ARO:3000145","erythromycin,tylosin","ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic","MLS","oleD","ABRicate-ARGANNOT",85.75,"ARO:3000458","macrolide glycosyltransferase","mgt"
"GMGC10.033_130_727.SCLAV_1483",1,984,"+","(MLS)ole(C)","1-978/978","========/======","1/6",100,90.85,"argannot","L06249:1528-2505","(MLS)ole(C)",NA,"ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","MLS","ole(C)","ABRicate-ARGANNOT",90.85,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.033_141_488.VANYB",1,724,"+","(Gly)vanY-Pt2","1-735/900","========/====..","3/11",80.44,87.21,"argannot","DQ018711:6234-7133","(Gly)vanY-Pt2",NA,"ARO:3002955","vanY gene in vanA cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanY-Pt2","ABRicate-ARGANNOT",87.21,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.033_167_261.CAT",1,660,"+","(Phe)catB","1-660/660","===============","0/0",100,97.12,"argannot","M93113:145-804","(Phe)catB",NA,"ARO:3002674","Clostridium butyricum catB","Perfect","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","Phe","catB","ABRicate-ARGANNOT",97.12,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.033_167_363.TETP",1,1959,"+","(Tet)tetB-P","1-1959/1959","===============","0/0",100,88.67,"argannot","L20800:2309-4267","(Tet)tetB-P",NA,"ARO:3000195","tetB(P)","Perfect","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","Tet","tetB-P","ABRicate-ARGANNOT",88.67,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.033_167_364.UNKNOWN",1,1260,"+","(Tet)tetA-P","1-1263/1263","========/======","1/3",99.76,87.33,"argannot","L20800:1063-2325","(Tet)tetA-P",NA,"ARO:3000180","tetA(P)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","Tet","tetA-P","ABRicate-ARGANNOT",87.33,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.033_223_586.PEPS",9,1248,"+","(Bla)ampS","9-1248/1248","===============","0/0",99.36,82.74,"argannot","NC_014932:210005-211252","(Bla)ampS",NA,"ARO:3006976","PST-1","Loose","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","ampS","ABRicate-ARGANNOT",82.74,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
