"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","drug","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.040_431_369.BLT",1,1287,"+","tet(42)_1","1-1287/1287","========/======","2/2",99.92,90.99,"resfinder","EU523697","tet(42)","Doxycycline;Tetracycline","ARO:3000572","tet(42)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",90.99,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.040_438_331.CAT",2,663,"+","cat86_1","2-663/663","===============","0/0",99.85,91.69,"resfinder","K00544","cat86","Chloramphenicol","ARO:3002672","Bacillus pumilus cat86","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ABRicate-ResFinder",91.69,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.040_468_581.SCLAV_1483",31,947,"+","ole(C)_1","7-923/978","========/======","4/4",93.56,80.09,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",80.09,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.040_491_677.MDT(A)",1,1257,"+","mdt(A)_1","1-1257/1257","===============","0/0",100,88.23,"resfinder","X92946","mdt(A)","Erythromycin;Azithromycin;Tetracycline","ARO:3003954","efmA","Loose","ARO:0000001,ARO:0000006","fluoroquinolone antibiotic,erythromycin","ARO:0000000,ARO:0000001","macrolide antibiotic,fluoroquinolone antibiotic","ABRicate-ResFinder",88.23,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.040_652_338.LSA",2,1479,"+","lsa(C)_1","2-1479/1479","===============","0/0",99.93,93.3,"resfinder","HM990671","lsa(C)","Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin","ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ABRicate-ResFinder",93.3,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.040_734_378.UNKNOWN",44,1142,"+","cmlV_1","68-1169/1311","========/=====.","3/7",83.68,81.52,"resfinder","U09991","cmlV","Chloramphenicol","ARO:3002700","cmlv","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-ResFinder",81.52,"ARO:3000249","chloramphenicol phosphotransferase","cpt"
"GMGC10.040_738_951.BLA",1,852,"+","blaCARB-42_1","1-852/852","===============","0/0",100,99.41,"resfinder","NG_048745","blaCARB-42","Ampicillin;Amoxicillin;Piperacillin","ARO:3005576","","","","","","","ABRicate-ResFinder",99.41,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.040_808_658.UNKNOWN",1,1453,"+","msr(D)_3","1-1454/1464","========/======","1/1",99.25,89.06,"resfinder","AF227520","msr(D)","Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3003109","msrE","Loose","ARO:0000006,ARO:0000026","erythromycin,streptogramin antibiotic","ARO:0000000,ARO:0000026","macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",89.06,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.040_808_659.UNKNOWN",1,1218,"+","mef(A)_1","1-1218/1218","========/======","2/2",99.92,82.94,"resfinder","AJ971089","mef(A)","Erythromycin;Azithromycin","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",82.94,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.040_908_389.UNKNOWN",1,896,"+","mph(C)_2","1-896/900","===============","0/0",99.56,92.08,"resfinder","AF167161","mph(C)","Erythromycin;Spiramycin;Telithromycin","ARO:3000319","mphC","Strict","ARO:0000006,ARO:0000027,ARO:0000057,ARO:0000065,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000867","erythromycin,roxithromycin,telithromycin,clarithromycin,tylosin,spiramycin,azithromycin,dirithromycin,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","ABRicate-ResFinder",92.08,"ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"GMGC10.040_909_322.AMPH",1,1152,"+","blaADC-25_1","1-1152/1152","===============","0/0",100,97.57,"resfinder","EF016355","blaADC-25","","ARO:3003868","ADC-25","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",97.57,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.041_023_233.GPT",1,465,"+","tet(34)_1","1-465/465","===============","0/0",100,81.72,"resfinder","AB061440","tet(34)","","ARO:3002870","tet(34)","Manual","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",81.72,"ARO:3000012","protein(s) conferring antibiotic resistance via molecular bypass","molecular bypass"
"GMGC10.041_045_653.AMPC",1,1140,"+","blaCMY-8b_1","1-1131/1149","========/======","4/11",98.35,84.05,"resfinder","DQ094251","blaCMY-8b","Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid","ARO:3006464","CMY-8b","Perfect","ARO:3009106","second-generation cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",84.05,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.041_085_345.BLA",119,969,"+","blaSGM-6_1","131-981/981","..=============","0/0",86.75,82.73,"resfinder","NG049988","blaSGM-6","","ARO:3006992","SGM-6","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",82.73,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.041_086_498.SCLAV_1483",37,1020,"+","ole(C)_1","1-978/978","========/======","1/6",100,85.06,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",85.06,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.041_088_390.DIMT1",1,775,"+","erm(O)_1","1-777/783","========/======","5/14",98.21,82.12,"resfinder","M74717","erm(O)","Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3004652","Erm(O)-lrm","Perfect","ARO:0000006,ARO:0000026,ARO:0000046,ARO:3000145","erythromycin,streptogramin antibiotic,lincomycin,tylosin","ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000026","macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",82.12,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.041_230_113.UNKNOWN",69,483,"+","aac(6')-Isa_1","60-474/474",".==============","0/0",87.55,80.72,"resfinder","AB116646","aac(6')-Isa","Amikacin;Tobramycin","ARO:3002563","AAC(6')-Isa","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",80.72,"ARO:3000345","AAC(6')","aac"
"GMGC10.041_255_739.UNKNOWN",21,1147,"+","cmlV_1","56-1192/1311","========/=====.","3/10",85.96,80.47,"resfinder","U09991","cmlV","Chloramphenicol","ARO:3002700","cmlv","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-ResFinder",80.47,"ARO:3000249","chloramphenicol phosphotransferase","cpt"
"GMGC10.041_263_553.SCLAV_1483",1,960,"+","ole(C)_1","1-960/978","===============","0/0",98.16,86.98,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",86.98,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.041_277_805.SCLAV_1483",55,1032,"+","ole(C)_1","1-978/978","========/======","2/4",99.8,84.8,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",84.8,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.041_285_958.SCLAV_1483",25,1009,"+","otr(C)_1","1-985/1056","========/======","11/12",92.71,83.75,"resfinder","AY509111","otr(C)","Doxycycline;Tetracycline","ARO:3002894","otr(C)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",83.75,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.041_291_555.SCLAV_1483",47,1032,"+","ole(C)_1","5-978/978","========/======","1/12",99.59,88.03,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",88.03,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.041_490_835.UNKNOWN",1,1176,"+","cmx_1","1-1176/1176","===============","0/0",100,92.35,"resfinder","U85507","cmx","Chloramphenicol","ARO:3002703","cmx","Strict","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-ResFinder",92.35,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.041_526_753.UNKNOWN",112,525,"+","aac(6')-Isa_1","61-474/474",".==============","0/0",87.34,82.13,"resfinder","AB116646","aac(6')-Isa","Amikacin;Tobramycin","ARO:3002563","AAC(6')-Isa","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",82.13,"ARO:3000345","AAC(6')","aac"
"GMGC10.041_527_748.SCLAV_1483",1,979,"+","otr(C)_1","1-979/1056","========/=====.","15/22",91.67,84.24,"resfinder","AY509111","otr(C)","Doxycycline;Tetracycline","ARO:3002894","otr(C)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",84.24,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.041_529_060.APHD",1,924,"+","aph(6)-Ia_1","1-924/924","===============","0/0",100,82.14,"resfinder","AY971801","aph(6)-Ia","Streptomycin","ARO:3002657","APH(6)-Ia","Strict","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",82.14,"ARO:3000151","APH(6)","aph"
"GMGC10.041_596_208.APHD",56,967,"+","aph(6)-Ib_1","2-913/924","========/======","4/6",98.38,80.55,"resfinder","X05648","aph(6)-Ib","Streptomycin","ARO:3002658","APH(6)-Ib","Perfect","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",80.55,"ARO:3000151","APH(6)","aph"
"GMGC10.041_642_115.ERMA",1,731,"+","erm(A)_1","1-732/732","========/======","1/1",99.86,86.07,"resfinder","X03216","erm(A)","Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3000347","ErmA","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-ResFinder",86.07,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.041_660_768.APHD",1,912,"+","aph(6)-Ia_1","1-912/924","========/======","2/2",98.59,80.5,"resfinder","AY971801","aph(6)-Ia","Streptomycin","ARO:3002657","APH(6)-Ia","Strict","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",80.5,"ARO:3000151","APH(6)","aph"
"GMGC10.041_963_654.TETP",1,1986,"+","otr(A)_1","1-1992/1992","========/======","12/12",99.55,88.37,"resfinder","X53401","otr(A)","Doxycycline;Tetracycline;Minocycline","ARO:3002891","Streptomyces rimosus otr(A)","Perfect","ARO:3000668","oxytetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",88.37,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.042_183_995.SCLAV_1483",47,1020,"+","ole(C)_1","5-978/978","===============","0/0",99.59,89.42,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",89.42,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.042_214_069.SCLAV_1483",43,1023,"+","ole(C)_1","1-978/978","========/======","1/3",100,89.6,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",89.6,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.042_214_889.UNKNOWN",1,1094,"+","cmlV_1","73-1169/1311","========/=====.","1/3",83.45,82.04,"resfinder","U09991","cmlV","Chloramphenicol","ARO:3002700","cmlv","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-ResFinder",82.04,"ARO:3000249","chloramphenicol phosphotransferase","cpt"
"GMGC10.042_242_618.SCLAV_1483",31,945,"+","ole(C)_1","7-921/978","========/======","4/8",93.15,81.17,"resfinder","L06249","ole(C)","Oleandomycin","ARO:3003748","oleC","Strict","ARO:3000867","oleandomycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",81.17,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.042_331_079.YCBJ",1,924,"+","mph(K)_1","1-921/921","========/======","1/3",100,87.23,"resfinder","NC_000964","mph(K)","Spiramycin;Telithromycin","ARO:3004541","","","","","","","ABRicate-ResFinder",87.23,"ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"GMGC10.042_494_190.BLA",1,981,"+","blaDES-1_1","1-975/975","========/======","8/14",99.59,82.94,"resfinder","AF426161","blaDES-1","","ARO:3004780","DES-1","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",82.94,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.042_706_310.CAT",4,540,"+","catB7_1","7-543/639","=============..","0/0",84.04,82.12,"resfinder","AF036933","catB7","Chloramphenicol","ARO:3002679","Pseudomonas aeruginosa catB7","Perfect","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ABRicate-ResFinder",82.12,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.042_793_711.CPHA",1,747,"+","blaJOHN-1_1","1-747/747","===============","0/0",100,82.33,"resfinder","AY028464","blaJOHN-1","","ARO:3000840","JOHN-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",82.33,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.042_852_384.CPHA",1,747,"+","blaJOHN-1_1","1-747/747","===============","0/0",100,81.39,"resfinder","AY028464","blaJOHN-1","","ARO:3000840","JOHN-1","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",81.39,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.042_945_386.LSA",1,1478,"+","lsa(C)_1","1-1478/1479","===============","0/0",99.93,84.17,"resfinder","HM990671","lsa(C)","Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin","ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ABRicate-ResFinder",84.17,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.043_013_742.ERMX",1,800,"+","erm(F)_3","1-800/801","===============","0/0",99.88,90.38,"resfinder","M17808","erm(F)","Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3000498","ErmF","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-ResFinder",90.38,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
