"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","ARG.class","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.043_239_675.PPS",320,2609,"+","rphC","320-2600/2607",".=======/======","4/11",87.46,82.1,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",82.1,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.043_338_895.DDL",1,1038,"+","vanO","1-1041/1041","========/======","5/7",99.52,83.89,"ncbi","NG_048398.1","D-alanine--(R)-lactate ligase VanO","VANCOMYCIN","ARO:3002913","vanO","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",83.89,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_338_896.VANX",1,609,"+","vanX-O","1-609/609","===============","0/0",100,82.1,"ncbi","NG_048496.1","D-Ala-D-Ala dipeptidase VanX-O","VANCOMYCIN","ARO:3002954","vanX gene in vanO cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",82.1,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_387_188.LDHA",156,1202,"+","vanH-Ac1","3-1052/1056","========/======","1/3",99.15,82.38,"ncbi","NG_048373.1","D-lactate dehydrogenase VanH-Ac1","VANCOMYCIN","ARO:3002948","vanH gene in vanO cluster","Strict","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",82.38,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_387_189.VANX",1,609,"+","vanX-Ao2","1-609/609","========/======","2/6",99.51,87.09,"ncbi","NG_048480.1","D-Ala-D-Ala dipeptidase VanX-Ao2","VANCOMYCIN","ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",87.09,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_400_301.TETM",1,1920,"+","tet(W)","1-1920/1920","===============","0/0",100,98.28,"ncbi","NG_048300.1","tetracycline resistance ribosomal protection protein Tet(W)","TETRACYCLINE","ARO:3000194","tet(W)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-NCBI",98.28,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.043_406_636.PPS",1,2600,"+","rphC","1-2606/2607","========/======","4/24",99.39,82.87,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",82.87,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.043_412_095.PPS",55,2607,"+","rphC","55-2601/2607","========/======","3/12",97.58,80.79,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",80.79,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.043_489_283.PPS",1,2609,"+","rphC","1-2606/2607","========/======","4/15",99.73,82.14,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",82.14,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.043_495_235.CUTR",2,653,"+","vanR-O","11-662/702","===============","0/0",92.88,86.35,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",86.35,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_533_511.YBXI",1,816,"+","blaOXA-60","1-816/816","===============","0/0",100,93.14,"ncbi","NG_049800.1","carbapenem-hydrolyzing class D beta-lactamase OXA-60","CARBAPENEM","ARO:3001808","OXA-60","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",93.14,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.043_533_648.OXA",1,824,"+","blaOXA-899","1-824/828","===============","0/0",99.52,93.69,"ncbi","NG_068019.1","OXA-22 family class D beta-lactamase OXA-899","BETA-LACTAM","ARO:3005093","OXA-899","Perfect","ARO:0000032,ARO:0000056,ARO:3000008","cephalosporin,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",93.69,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.043_556_157.YJIC",1,1200,"+","mgt","52-1254/1257","========/======","3/5",95.39,82.64,"ncbi","NG_047984.1","macrolide-inactivating glycosyltransferase","MACROLIDE","ARO:3000463","gimA","Perfect","ARO:3000145,ARO:3000867,ARO:3001222,ARO:3001232","tylosin,oleandomycin,chalcomycin,methymycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","ABRicate-NCBI",82.64,"ARO:3000458","macrolide glycosyltransferase","mgt"
"GMGC10.043_593_608.AADK",1,855,"+","aadK","1-855/855","===============","0/0",100,90.06,"ncbi","NG_047379.1","aminoglycoside 6-adenylyltransferase AadK","STREPTOMYCIN","ARO:3002627","aadK","Perfect","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-NCBI",90.06,"ARO:3000225","ANT(6)","ant"
"GMGC10.043_610_966.DACF",106,1171,"+","vanY-D","1-1066/1068","===============","0/0",99.81,86.3,"ncbi","NG_048525.2","transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D","VANCOMYCIN","ARO:3002957","vanY gene in vanD cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",86.3,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_640_380.CUTR",1,653,"+","vanR-O","10-662/702","===============","0/0",93.02,87.75,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",87.75,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_640_387.VANX",2,599,"+","vanX-Sc","2-600/609","========/======","1/1",98.19,82.3,"ncbi","NG_048500.1","D-Ala-D-Ala dipeptidase VanX-Sc","VANCOMYCIN","ARO:3003725","vanX gene in vanI cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",82.3,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_640_398.DDL",7,1013,"+","vanA-Sc","7-1013/1041","========/======","2/2",96.64,80.16,"ncbi","NG_048329.1","D-alanine--(R)-lactate ligase VanA-Sc","VANCOMYCIN","ARO:3003723","vanI","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",80.16,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_679_182.UNKNOWN",1,1377,"+","tet(L)","1-1377/1377","===============","0/0",100,87.07,"ncbi","NG_048204.1","tetracycline efflux MFS transporter Tet(L)","TETRACYCLINE","ARO:3000179","tet(L)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-NCBI",87.07,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.043_718_042.CUTR",1,647,"+","vanR-O","16-662/702","===============","0/0",92.17,83.31,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.31,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_726_367.CUTR",1,673,"+","vanR-O","16-688/702","===============","0/0",95.87,86.48,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",86.48,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_780_407.LSA",1,1481,"+","tva(A)","1-1481/1518","========/======","2/2",97.5,89.61,"ncbi","NG_066687.1","ABC-F type ribosomal protection protein Tva(A)","PLEUROMUTILIN;STREPTOGRAMIN","ARO:3004730","tva(A)","Perfect","ARO:3001317","pleuromutilin","ARO:3000670","pleuromutilin antibiotic","ABRicate-NCBI",89.61,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.043_783_506.VANX",1,609,"+","vanX-O","1-609/609","===============","0/0",100,84.07,"ncbi","NG_048496.1","D-Ala-D-Ala dipeptidase VanX-O","VANCOMYCIN","ARO:3002954","vanX gene in vanO cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",84.07,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_783_507.DDL",1,1041,"+","vanO","1-1041/1041","===============","0/0",100,88.76,"ncbi","NG_048398.1","D-alanine--(R)-lactate ligase VanO","VANCOMYCIN","ARO:3002913","vanO","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",88.76,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_783_508.LDHA",1,915,"+","vanH-O","139-1053/1053",".==============","0/0",86.89,84.04,"ncbi","NG_048389.1","D-lactate dehydrogenase VanH-O","VANCOMYCIN","ARO:3002948","vanH gene in vanO cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",84.04,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_783_839.CUTR",1,682,"+","vanR-O","10-691/702","===============","0/0",97.15,82.7,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",82.7,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_791_842.MBL1",1,885,"+","blaBJP","1-885/885","===============","0/0",100,90.51,"ncbi","NG_055769.1","BJP family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000856","BJP-1","Strict","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",90.51,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.043_832_939.UNKNOWN",199,729,"+","cpt","1-531/531","===============","0/0",100,93.97,"ncbi","NG_051909.1","chloramphenicol phosphotransferase CPT","CHLORAMPHENICOL","ARO:3000249","chloramphenicol phosphotransferase","Manual","ARO:3000387","phenicol antibiotic","ARO:3000387","phenicol antibiotic","ABRicate-NCBI",93.97,"ARO:3000249","chloramphenicol phosphotransferase","cpt"
"GMGC10.043_836_049.CUTR",1,696,"+","vanR-O","10-702/702","========/======","3/3",98.72,85.63,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",85.63,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_850_783.CUTR",1,653,"+","vanR-O","10-662/702","===============","0/0",93.02,83.61,"ncbi","NG_048424.1","VanO-type vancomycin resistance response regulator transcription factor VanR","VANCOMYCIN","ARO:3002930","","","","","","","ABRicate-NCBI",83.61,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.043_920_132.UNKNOWN",19,1221,"+","mef(A)","16-1218/1218","===============","0/0",98.77,92.69,"ncbi","NG_047964.1","macrolide efflux MFS transporter Mef(A)","MACROLIDE","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-NCBI",92.69,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.043_970_326.UNKNOWN",1,1172,"+","cmx","1-1172/1176","===============","0/0",99.66,86.6,"ncbi","NG_047664.1","chloramphenicol efflux MFS transporter Cmx","CHLORAMPHENICOL","ARO:3002703","cmx","Strict","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-NCBI",86.6,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.044_008_696.UNKNOWN",1,493,"+","vanZ-A","1-481/486","========/======","1/12",98.97,87.83,"ncbi","NG_048533.1","glycopeptide resistance protein VanZ-A","VANCOMYCIN","ARO:3002962","vanZ gene in vanA cluster","Perfect","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",87.83,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.044_025_220.UNKNOWN",1,465,"+","aac(2')-Ic","79-545/546","..======/======","1/2",85.16,80.73,"ncbi","NG_047229.1","aminoglycoside N-acetyltransferase AAC(2')-Ic","GENTAMICIN;TOBRAMCYIN","ARO:3002525","AAC(2')-Ic","Perfect","ARO:0000007,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007382","dibekacin,netilmicin,tobramycin,6'-N-ethylnetilmicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",80.73,"ARO:3000341","AAC(2')","aac"
"GMGC10.044_056_340.UNKNOWN",6,1184,"+","mgt","57-1235/1254","===============","0/0",94.02,86.26,"ncbi","NG_047983.1","macrolide-inactivating glycosyltransferase","MACROLIDE","ARO:3000463","gimA","Perfect","ARO:3000145,ARO:3000867,ARO:3001222,ARO:3001232","tylosin,oleandomycin,chalcomycin,methymycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","ABRicate-NCBI",86.26,"ARO:3000458","macrolide glycosyltransferase","mgt"
"GMGC10.044_118_491.TETA",1,1440,"+","tetAB_A","103-1542/1542",".==============","0/0",93.39,88.89,"ncbi","NG_051437.1","tetracycline efflux ABC transporter TetAB subunit A","TETRACYCLINE","ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","ABRicate-NCBI",88.89,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.044_142_238.AMPC",124,1272,"+","cepS","1-1149/1149","===============","0/0",100,95.91,"ncbi","NG_047629.1","cephalosporin-hydrolyzing class C beta-lactamase CepS","CEPHALOSPORIN","ARO:3003553","CepS","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",95.91,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.044_146_342.UNKNOWN",1,908,"+","mph(B)","1-908/909","===============","0/0",99.89,87,"ncbi","NG_047988.1","Mph(B) family macrolide 2'-phosphotransferase","MACROLIDE","ARO:3000318","mphB","Perfect","ARO:0000006,ARO:0000027,ARO:0000057,ARO:0000065,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000867","erythromycin,roxithromycin,telithromycin,clarithromycin,tylosin,spiramycin,azithromycin,dirithromycin,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","ABRicate-NCBI",87,"ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"GMGC10.044_177_489.PPS",1,2612,"+","rphC","1-2606/2607","========/======","4/10",99.88,85.69,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",85.69,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.044_182_680.PPS",1,2615,"+","rphC","1-2606/2607","========/======","1/9",99.96,84.78,"ncbi","NG_063825.1","rifamycin-inactivating phosphotransferase RphC","RIFAMYCIN","ARO:3003992","rphB","Loose","ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534","rifampin,rifaximin,rifabutin,rifapentine","ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157","rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic,rifamycin antibiotic","ABRicate-NCBI",84.78,"ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"GMGC10.044_194_730.FOSB",1,425,"+","fosA","1-426/426","========/======","1/1",99.77,94.6,"ncbi","NG_050405.1","fosfomycin resistance glutathione transferase FosA","FOSFOMYCIN","ARO:3002804","FosA2","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-NCBI",94.6,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.044_199_823.MEXE",1,1176,"+","oqxA10","1-1176/1176","===============","0/0",100,86.65,"ncbi","NG_050418.1","multidrug efflux RND transporter periplasmic adaptor subunit OqxA10","PHENICOL;QUINOLONE","ARO:3003922","oqxA","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",86.65,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.044_316_970.UNKNOWN",15,232,"+","dfrB3","18-235/237",".==============","0/0",91.98,85.78,"ncbi","NG_047747.1","trimethoprim-resistant dihydrofolate reductase DfrB3","TRIMETHOPRIM","ARO:3003022","dfrB3","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","ABRicate-NCBI",85.78,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
