"Protein.id","query","Start","Stop","Strand","Element.symbol","Element.name","Scope","Type","Subtype","ARG.class","ARG.subclass","Method","Target.length","Reference.sequence.length","X..Coverage.of.reference","X..Identity.to.reference","Alignment.length","Closest.reference.accession","Closest.reference.name","HMM.accession","HMM.description","ARO","ARO_name","Cut_Off","confers_resistance_to","confers_resistance_to_names","resistance_to_drug_classes","resistance_to_drug_classes_names","pipeline","id","parent","parent_description","geneclass_argcompare"
NA,"GMGC10.146_060_460.MDT(A)",19,1233,"+","mef(A)","macrolide efflux MFS transporter Mef(A)","core","AMR","AMR","MACROLIDE","AZITHROMYCIN/ERYTHROMYCIN","BLASTX",405,405,100,98.52,405,"WP_000417519.1","macrolide efflux MFS transporter Mef(A)",NA,NA,"ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","AMRFinderPlus-nt",98.52,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
NA,"GMGC10.146_117_259.UNKNOWN",547,1404,"+","tetA(P)","tetracycline efflux MFS transporter TetA(P)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIALX",286,420,68.1,97.9,286,"WP_012478244.1","tetracycline efflux MFS transporter TetA(P)",NA,NA,"ARO:3000180","tetA(P)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",97.9,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.146_124_725.STRA",13,819,"+","aph(3')-Ib","aminoglycoside O-phosphotransferase APH(3')-Ib","core","AMR","AMR","AMINOGLYCOSIDE","KANAMYCIN","BLASTX",269,271,99.26,99.26,269,"WP_011205810.1","aminoglycoside O-phosphotransferase APH(3')-Ib",NA,NA,"ARO:3002642","APH(3')-Ib","Strict","ARO:0000005,ARO:0000021,ARO:0000049,ARO:3000655,ARO:3000657,ARO:3000658","neomycin,ribostamycin,kanamycin A,gentamicin B,paromomycin,lividomycin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",99.26,"ARO:3000126","APH(3')","aph"
NA,"GMGC10.146_242_630.FOLA",1,459,"+","dfrA51","trimethoprim-resistant dihydrofolate reductase DfrA51","core","AMR","AMR","TRIMETHOPRIM","TRIMETHOPRIM","BLASTX",153,158,96.84,90.2,153,"WP_000781812.1","trimethoprim-resistant dihydrofolate reductase DfrA51",NA,NA,"ARO:3002868","dfrG","Loose","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","AMRFinderPlus-nt",90.2,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
NA,"GMGC10.146_275_662.FOLA",1,474,"+","dfrA50","trimethoprim-resistant dihydrofolate reductase DfrA50","core","AMR","AMR","TRIMETHOPRIM","TRIMETHOPRIM","BLASTX",158,158,100,98.73,158,"WP_040203768.1","trimethoprim-resistant dihydrofolate reductase DfrA50",NA,NA,"ARO:3003017","dfrA21","Loose","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","AMRFinderPlus-nt",98.73,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
NA,"GMGC10.146_276_726.QNR",22,663,"+","qnrE","QnrE family quinolone resistance pentapeptide repeat protein","core","AMR","AMR","QUINOLONE","QUINOLONE","BLASTX",214,214,100,99.07,214,"WP_045399951.1","quinolone resistance pentapeptide repeat protein QnrE7",NA,NA,"ARO:3004636","qnrE1","Strict","ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666","ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin","ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001","fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic","AMRFinderPlus-nt",99.07,"ARO:3000419","quinolone resistance protein (qnr)","qnr"
NA,"GMGC10.146_331_688.FOSB",91,507,"+","fosA","FosA5 family fosfomycin resistance glutathione transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","BLASTX",139,139,100,97.84,139,"WP_114473955.1","fosfomycin resistance glutathione transferase FosA9",NA,NA,"ARO:3003209","fosA5","Strict","ARO:0000036,ARO:3007149,ARO:3007382","ciprofloxacin,phosphonic acid antibiotic,gentamicin","ARO:0000001,ARO:0000016,ARO:3007149","fluoroquinolone antibiotic,aminoglycoside antibiotic,phosphonic acid antibiotic","AMRFinderPlus-nt",97.84,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.146_332_608.BLA",7,447,"+","blaCTX-M","CTX-M family extended-spectrum class A beta-lactamase","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","PARTIAL_CONTIG_ENDX",147,291,50.52,94.56,147,"WP_053444694.1","extended-spectrum class A beta-lactamase CTX-M-165",NA,NA,"ARO:3003649","CTX-M-165","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",94.56,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.146_386_559.TETP",22,1938,"+","tet(W)","tetracycline resistance ribosomal protection protein Tet(W)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",639,640,99.84,94.99,639,"WP_063856422.1","tetracycline resistance ribosomal protection protein Tet(W)",NA,NA,"ARO:3000194","tet(W)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",94.99,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
NA,"GMGC10.146_405_643.FOLA",1,492,"+","dfrE","trimethoprim-resistant dihydrofolate reductase DfrE","core","AMR","AMR","TRIMETHOPRIM","TRIMETHOPRIM","BLASTX",164,164,100,99.39,164,"WP_012655890.1","trimethoprim-resistant dihydrofolate reductase DfrE",NA,NA,"ARO:3005351","DfrA39","Loose","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","AMRFinderPlus-nt",99.39,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
NA,"GMGC10.146_412_199.FOSB",157,579,"+","fosA","FosA/FosA2 family fosfomycin resistance glutathione transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","BLASTX",141,141,100,97.16,141,"WP_025205684.1","fosfomycin resistance glutathione transferase FosA2",NA,NA,"ARO:3002804","FosA2","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",97.16,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.146_412_239.AADK",1,861,"+","ant(6)-Ia","aminoglycoside nucleotidyltransferase ANT(6)-Ia","core","AMR","AMR","AMINOGLYCOSIDE","STREPTOMYCIN","BLASTX",287,287,100,99.65,287,"WP_002294505.1","aminoglycoside nucleotidyltransferase ANT(6)-Ia",NA,NA,"ARO:3002626","ANT(6)-Ia","Perfect","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","AMRFinderPlus-nt",99.65,"ARO:3000225","ANT(6)","ant"
NA,"GMGC10.146_415_544.FOSB",1,267,"+","fosA","FosA5 family fosfomycin resistance glutathione transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","PARTIAL_CONTIG_ENDX",89,139,64.03,93.26,89,"WP_012579083.1","fosfomycin resistance glutathione transferase FosA5",NA,NA,"ARO:3003209","fosA5","Perfect","ARO:0000036,ARO:3007149,ARO:3007382","ciprofloxacin,phosphonic acid antibiotic,gentamicin","ARO:0000001,ARO:0000016,ARO:3007149","fluoroquinolone antibiotic,aminoglycoside antibiotic,phosphonic acid antibiotic","AMRFinderPlus-nt",93.26,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.146_419_378.AADA",28,813,"+","aadA5","ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5","core","AMR","AMR","AMINOGLYCOSIDE","STREPTOMYCIN","EXACTX",262,262,100,100,262,"WP_000503573.1","ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5",NA,NA,"ARO:3002605","aadA5","Perfect","ARO:0000039,ARO:0000040","spectinomycin,streptomycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",100,"ARO:3004275","ANT(3'')","ant"
NA,"GMGC10.146_439_093.UNKNOWN",130,600,"+","dfrA27","trimethoprim-resistant dihydrofolate reductase DfrA27","core","AMR","AMR","TRIMETHOPRIM","TRIMETHOPRIM","EXACTX",157,157,100,100,157,"WP_001749985.1","trimethoprim-resistant dihydrofolate reductase DfrA27",NA,NA,"ARO:3004550","dfrA27","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","AMRFinderPlus-nt",100,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
NA,"GMGC10.146_589_185.STRA",1,609,"+","aph(3')-IIIa","aminoglycoside O-phosphotransferase APH(3')-IIIa","core","AMR","AMR","AMINOGLYCOSIDE","AMIKACIN/KANAMYCIN","PARTIALX",203,264,76.89,100,203,"WP_001096887.1","aminoglycoside O-phosphotransferase APH(3')-IIIa",NA,NA,"ARO:3002647","APH(3')-IIIa","Perfect","ARO:0000005,ARO:0000013,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000652,ARO:3000655,ARO:3000657,ARO:3000658","neomycin,amikacin,ribostamycin,butirosin,kanamycin A,isepamicin,gentamicin B,paromomycin,lividomycin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",100,"ARO:3000126","APH(3')","aph"
NA,"GMGC10.146_608_442.NIMB",1,504,"+","nimK","5-nitroimidazole reductase NimK","core","AMR","AMR","NITROIMIDAZOLE","NITROIMIDAZOLE","EXACTX",168,168,100,100,168,"WP_268871842.1","5-nitroimidazole reductase NimK",NA,NA,"ARO:3007113","nimK","Perfect","ARO:3000689","metronidazole","ARO:3004115","nitroimidazole antibiotic","AMRFinderPlus-nt",100,"ARO:3007103","nitroimidazole reductase","nim"
NA,"GMGC10.146_639_200.AMPC",37,1179,"+","blaCMY","CMY-2 family class C beta-lactamase","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","BLASTX",381,381,100,98.95,381,"WP_063859865.1","class C beta-lactamase CMY-75",NA,NA,"ARO:3002088","CMY-75","Perfect","ARO:3009106","second-generation cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",98.95,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.146_651_808.FOSB",1,417,"+","fosA","FosA5 family fosfomycin resistance glutathione transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","BLASTX",139,139,100,95.68,139,"WP_114473955.1","fosfomycin resistance glutathione transferase FosA9",NA,NA,"ARO:3003209","fosA5","Strict","ARO:0000036,ARO:3007149,ARO:3007382","ciprofloxacin,phosphonic acid antibiotic,gentamicin","ARO:0000001,ARO:0000016,ARO:3007149","fluoroquinolone antibiotic,aminoglycoside antibiotic,phosphonic acid antibiotic","AMRFinderPlus-nt",95.68,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.146_653_412.UNKNOWN",1,1461,"+","msr(D)","ABC-F type ribosomal protection protein Msr(D)","core","AMR","AMR","MACROLIDE/STREPTOGRAMIN","AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B","BLASTX",487,487,100,91.17,487,"WP_000420313.1","ABC-F type ribosomal protection protein Msr(D)",NA,NA,"ARO:3003109","msrE","Loose","ARO:0000006,ARO:0000026","erythromycin,streptogramin antibiotic","ARO:0000000,ARO:0000026","macrolide antibiotic,streptogramin antibiotic","AMRFinderPlus-nt",91.17,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
NA,"GMGC10.146_687_702.AADK",331,645,"+","sat4","streptothricin N-acetyltransferase Sat4","core","AMR","AMR","STREPTOTHRICIN","STREPTOTHRICIN","PARTIALX",105,180,58.33,100,105,"WP_063854934.1","streptothricin N-acetyltransferase Sat4",NA,NA,"ARO:3002897","SAT-4","Perfect","ARO:0000012","streptothricin","ARO:3000034","nucleoside antibiotic","AMRFinderPlus-nt",100,"ARO:3000869","streptothricin acetyltransferase (SAT)","sat"
NA,"GMGC10.146_868_492.MEXF",1,3150,"+","oqxB","multidrug efflux RND transporter permease subunit OqxB","core","AMR","AMR","PHENICOL/QUINOLONE","PHENICOL/QUINOLONE","BLASTX",1050,1050,100,96.86,1050,"WP_000347934.1","multidrug efflux RND transporter permease subunit OqxB",NA,NA,"ARO:3003923","oqxB","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","AMRFinderPlus-nt",96.86,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.146_878_787.TETP",1,1074,"+","tet(Q)","tetracycline resistance ribosomal protection protein Tet(Q)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIAL_CONTIG_ENDX",358,641,55.85,99.44,358,"WP_002560998.1","tetracycline resistance ribosomal protection protein Tet(Q)",NA,NA,"ARO:3000191","tet(Q)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",99.44,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
NA,"GMGC10.146_972_643.STRA",1,582,"+","aph(3'')-Ib","aminoglycoside O-phosphotransferase APH(3'')-Ib","core","AMR","AMR","AMINOGLYCOSIDE","STREPTOMYCIN","PARTIAL_CONTIG_ENDX",194,267,72.66,100,194,"WP_001082319.1","aminoglycoside O-phosphotransferase APH(3'')-Ib",NA,NA,"ARO:3002639","APH(3'')-Ib","Strict","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","AMRFinderPlus-nt",100,"ARO:3000127","APH(3'')","aph"
NA,"GMGC10.147_024_291.FOSB",61,279,"+","fosA","FosA5 family fosfomycin resistance glutathione transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","PARTIALX",73,139,52.52,98.63,73,"WP_004146118.1","FosA5 family fosfomycin resistance glutathione transferase",NA,NA,"ARO:3004111","FosA6","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",98.63,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.147_072_992.UNKNOWN",73,489,"+","lnu(C)","lincosamide nucleotidyltransferase Lnu(C)","core","AMR","AMR","LINCOSAMIDE","LINCOSAMIDE","PARTIAL_CONTIG_ENDX",139,164,84.76,95.68,139,"WP_063851341.1","lincosamide nucleotidyltransferase Lnu(C)",NA,NA,"ARO:3002837","lnuC","Perfect","ARO:0000046","lincomycin","ARO:0000017","lincosamide antibiotic","AMRFinderPlus-nt",95.68,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
NA,"GMGC10.147_154_561.UNKNOWN",1,546,"+","aac(6')-I","aminoglycoside 6'-N-acetyltransferase","core","AMR","AMR","AMINOGLYCOSIDE","AMINOGLYCOSIDE","BLASTX",182,182,100,99.45,182,"WP_010720790.1","aminoglycoside N-acetyltransferase AAC(6')-Iid",NA,NA,"ARO:3002589","AAC(6')-Iid","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",99.45,"ARO:3000345","AAC(6')","aac"
NA,"GMGC10.147_262_604.LSA",4,1164,"+","lsa","Lsa family ABC-F type ribosomal protection protein","core","AMR","AMR","LINCOSAMIDE/STREPTOGRAMIN","LINCOSAMIDE/STREPTOGRAMIN","PARTIAL_CONTIG_ENDX",387,492,78.66,92.76,387,"WP_063851347.1","ABC-F type ribosomal protection protein Lsa(C)",NA,NA,"ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","AMRFinderPlus-nt",92.76,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
NA,"GMGC10.147_363_877.NORV",565,786,"+","tet(37)","tetracycline resistance NADPH-dependent oxidoreductase Tet(37)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIALX",74,108,68.52,93.24,74,"WP_063855713.1","tetracycline resistance NADPH-dependent oxidoreductase Tet(37)",NA,NA,"ARO:3002871","tet(37)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",93.24,"ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
NA,"GMGC10.147_375_194.MDLA",1,1737,"+","tetA(60)","tetracycline efflux ABC transporter Tet(60) subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",579,579,100,91.36,579,"WP_100931730.1","tetracycline efflux ABC transporter Tet(60) subunit A",NA,NA,"ARO:3004035","tetA(60)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",91.36,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.147_381_446.SFLR",1,1212,"+","floR2","chloramphenicol/florfenicol efflux MFS transporter FloR2","core","AMR","AMR","PHENICOL","CHLORAMPHENICOL/FLORFENICOL","EXACTX",404,404,100,100,404,"WP_000214125.1","chloramphenicol/florfenicol efflux MFS transporter FloR2",NA,NA,"ARO:3005043","cmlA9","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","AMRFinderPlus-nt",100,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.147_546_978.LSA",1,975,"+","lsa","Lsa family ABC-F type ribosomal protection protein","core","AMR","AMR","LINCOSAMIDE/STREPTOGRAMIN","LINCOSAMIDE/STREPTOGRAMIN","PARTIAL_CONTIG_ENDX",325,492,66.06,93.54,325,"WP_063851347.1","ABC-F type ribosomal protection protein Lsa(C)",NA,NA,"ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","AMRFinderPlus-nt",93.54,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
NA,"GMGC10.147_551_826.FOLP",28,555,"+","sul1","sulfonamide-resistant dihydropteroate synthase Sul1","core","AMR","AMR","SULFONAMIDE","SULFONAMIDE","PARTIALX",176,275,64,100,176,"WP_063855066.1","sulfonamide-resistant dihydropteroate synthase Sul1",NA,NA,"ARO:3000410","sul1","Strict","ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699","sulfadiazine,sulfadimidine,sulfadoxine,sulfamethoxazole,sulfisoxazole,sulfacetamide,mafenide,sulfasalazine,sulfamethizole","ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282","sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic","AMRFinderPlus-nt",100,"ARO:3004238","sulfonamide resistant sul","sul"
NA,"GMGC10.148_051_699.MDLA",1,1737,"+","tetA(60)","tetracycline efflux ABC transporter Tet(60) subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",579,579,100,91.88,579,"WP_100931730.1","tetracycline efflux ABC transporter Tet(60) subunit A",NA,NA,"ARO:3004035","tetA(60)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",91.88,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.148_099_538.MDLA",1,1737,"+","tetA(60)","tetracycline efflux ABC transporter Tet(60) subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",579,579,100,92.92,579,"WP_100931730.1","tetracycline efflux ABC transporter Tet(60) subunit A",NA,NA,"ARO:3004035","tetA(60)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",92.92,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.148_250_087.LSA",1,900,"+","lsa","Lsa family ABC-F type ribosomal protection protein","core","AMR","AMR","LINCOSAMIDE/STREPTOGRAMIN","LINCOSAMIDE/STREPTOGRAMIN","PARTIAL_CONTIG_ENDX",300,492,60.98,92,300,"WP_063851347.1","ABC-F type ribosomal protection protein Lsa(C)",NA,NA,"ARO:3003112","lsaC","Perfect","ARO:0000026,ARO:0000046,ARO:0000066,ARO:3001317","streptogramin antibiotic,lincomycin,clindamycin,pleuromutilin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","AMRFinderPlus-nt",92,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
NA,"GMGC10.148_254_838.MDLA",1,1107,"+","tetA(60)","tetracycline efflux ABC transporter Tet(60) subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIAL_CONTIG_ENDX",369,579,63.73,94.04,369,"WP_100931730.1","tetracycline efflux ABC transporter Tet(60) subunit A",NA,NA,"ARO:3004035","tetA(60)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",94.04,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
