"gene","Identity","Alignment.Length.Gene.Length","Coverage","Position.in.reference","query","Position.in.contig","Phenotype","Accession.no.","ARO","ARO_name","Cut_Off","confers_resistance_to","confers_resistance_to_names","resistance_to_drug_classes","resistance_to_drug_classes_names","pipeline","id","ARG.class","parent","parent_description","geneclass_argcompare"
"erm(F)",100,"801/801",100,"1..801","GMGC10.055_638_978.ERMX","352..1152","Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S","M17808","ARO:3000498","ErmF","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ResFinder",100,"Macrolide, Lincosamide, Streptogramin B","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"blaACC-3",96.46,"1157/1170",98.8888888888889,"14..1170","GMGC10.055_644_021.AMPC","110..1266","Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid","AF180958","ARO:3001817","ACC-3","Strict","ARO:0000004,ARO:0000032,ARO:0000060,ARO:3000008","monobactam,cephalosporin,ceftazidime,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ResFinder",96.46,"Beta-lactam","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"erm(F)",99.38,"641/801",80.0249687890137,"1..641","GMGC10.055_701_539.ERMX","1..641","Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S","M17808","ARO:3000498","ErmF","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ResFinder",99.38,"Macrolide, Lincosamide, Streptogramin B","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"fosA7",94.09,"423/423",100,"1..423","GMGC10.055_712_247.FOSB","1..423","Fosfomycin","LAPJ01000014","ARO:3004113","FosA7","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ResFinder",94.09,"Fosfomycin","ARO:3000342","fosfomycin inactivation enzyme","fos"
"vga(A)",98.53,"1569/1569",100,"1..1569","GMGC10.055_713_404.EXPZ","1..1569","Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin","M90056","ARO:3002829","vgaA","Perfect","ARO:0000034,ARO:0000066,ARO:3000669,ARO:3000670","streptogramin A antibiotic,clindamycin,virginiamycin M1,pleuromutilin antibiotic","ARO:0000017,ARO:0000026,ARO:0000026,ARO:3000670","lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ResFinder",98.53,"Lincosamide, Streptogramin A, Pleuromutilin","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"aph(6)-Id",100,"525/831",63.1768953068592,"307..831","GMGC10.055_760_380.UNKNOWN","802..1326","Streptomycin","CP000971","ARO:3002660","APH(6)-Id","Strict","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ResFinder",100,"Aminoglycoside","ARO:3000151","APH(6)","aph"
"OqxA",87.47,"718/1176",60.8843537414966,"460..1176","GMGC10.056_081_803.MEXE","325..1041","Chloramphenicol, Nalidixic acid, Ciprofloxacin, Trimethoprim","EU370913","ARO:3003922","oqxA","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ResFinder",87.47,"Amphenicol, Quinolone, Folate pathway antagonist","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"erm(G)",99.21,"508/735",69.1156462585034,"228..735","GMGC10.056_155_795.ERMA","99..606","Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S","M15332","ARO:3000522","ErmG","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ResFinder",99.21,"Macrolide, Lincosamide, Streptogramin B","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"Cfr(E)",100,"1035/1035",100,"1..1035","GMGC10.056_175_737.RLMN","34..1068","Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin","NG_070225","ARO:3005023","","","","","","","ResFinder",100,"Amphenicol","ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"mcr-3.1",85.74,"1480/1626",89.4218942189422,"160..1626","GMGC10.056_279_358.EPTA","160..1626","Colistin","KY924928","ARO:3004139","MCR-3.1","Perfect","ARO:3000622,ARO:3000624","colistin A,colistin B","ARO:3000053,ARO:3000053","peptide antibiotic,peptide antibiotic","ResFinder",85.74,"Polymyxin","ARO:3003580","gene altering cell wall charge","cell wall charge"
"tetB(46)",93.03,"1721/1737",99.0788716177317,"1..1721","GMGC10.056_286_200.YHEH","43..1763","Doxycycline, Tetracycline, Tigecycline","HQ652506","ARO:3004033","tetB(46)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ResFinder",93.03,"Tetracycline","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"lnu(A)",99.79,"486/486",100,"1..486","GMGC10.056_300_373.UNKNOWN","166..651","Lincomycin","M14039","ARO:3002835","lnuA","Perfect","ARO:0000046,ARO:3007169","lincomycin,pirlimycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","ResFinder",99.79,"Lincosamide","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"blaZ",99.53,"846/846",100,"1..846","GMGC10.056_426_849.BLA","43..888","Amoxicillin, Ampicillin, Penicillin, Piperacillin","AKGL01000044","ARO:3008823","PC1","Strict","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ResFinder",99.53,"Beta-lactam","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"blaOXA-9",94.42,"825/825",100,"1..825","GMGC10.056_437_598.OXA","16..840","Amoxicillin, Ampicillin","KQ089875","ARO:3001404","OXA-9","Perfect","ARO:0000056,ARO:3000008","oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","ResFinder",94.42,"Beta-lactam","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ant(6)-Ia",100,"842/867",97.116493656286,"1..842","GMGC10.056_523_141.AADK","1..842","Streptomycin","KF864551","ARO:3002629","ANT(6)-Ib","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ResFinder",100,"Aminoglycoside","ARO:3000225","ANT(6)","ant"
"catB3",100,"442/633",69.826224328594,"1..442","GMGC10.056_549_517.CAT","1..442","Chloramphenicol","AJ009818","ARO:3002676","catB3","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","ResFinder",100,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"aac(6')-Im",89.2,"537/537",100,"1..537","GMGC10.056_564_217.AACA-APHD","16..552","Amikacin, Tobramycin, Kanamycin, Amikacin, Tobramycin, Netilmicin","AF337947","ARO:3004629","AAC(6')-Im","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ResFinder",89.2,"Aminoglycoside","ARO:3000345","AAC(6')","aac"
"cfr(C)",100,"1233/1251",98.5611510791367,"1..1233","GMGC10.056_589_286.RLMN","1..1233","Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin","CANB01000378","ARO:3005023","cfrE","Loose","ARO:0000017,ARO:0000026,ARO:3000079,ARO:3000456,ARO:3000671","lincosamide antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,thiamphenicol,tiamulin","ARO:0000017,ARO:0000026,ARO:3000079,ARO:3000387,ARO:3000670","lincosamide antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,phenicol antibiotic,pleuromutilin antibiotic","ResFinder",100,"Oxazolidinone, Amphenicol, Lincosamide, Streptogramin A, Pleuromutilin","ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"erm(G)",100,"509/735",69.2517006802721,"227..735","GMGC10.056_607_181.ERMA","314..822","Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S","M15332","ARO:3000522","ErmG","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ResFinder",100,"Macrolide, Lincosamide, Streptogramin B","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"dfrB7",100,"234/237",98.7341772151899,"1..234","GMGC10.056_683_256.UNKNOWN","1..234","Trimethoprim","DQ993182","ARO:3005350","DfrB9","Strict","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","ResFinder",100,"Folate pathway antagonist","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"tet(O)",99.52,"1863/1920",97.03125,"1..1863","GMGC10.056_708_425.TETP","1..1863","Doxycycline, Tetracycline, Minocycline","M20925","ARO:3000190","tet(O)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ResFinder",99.52,"Tetracycline","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"aac(6')-aph(2'')",99.48,"1356/1440",94.1666666666667,"85..1440","GMGC10.056_724_739.AACA-APHD","1..1356","Gentamicin, Tobramycin, Netilmicin, Kanamycin, Amikacin, Dibekacin, Isepamicin, Fortimicin, Streptomycin","M13771","ARO:3002597","AAC(6')-Ie-APH(2'')-Ia bifunctional protein","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000049,ARO:0000052,ARO:3004015,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,kanamycin A,tobramycin,gentamicin A,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ResFinder",99.48,"Aminoglycoside","ARO:3007419","aminoglycoside bifunctional resistance protein","bifunctional aminoglycoside"
"cfxA3",98.55,"966/966",99.6894409937888,"1..966","GMGC10.056_796_087.UNKNOWN","1..963","Ampicillin","AF472622","ARO:3003003","CfxA3","Perfect","ARO:3009106","second-generation cephalosporin","ARO:3000007","beta-lactam antibiotic","ResFinder",98.55,"Beta-lactam","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"tet(M)",96.61,"1920/1920",100,"1..1920","GMGC10.056_813_092.TETP","16..1935","Doxycycline, Tetracycline, Minocycline","EU182585","ARO:3000186","tet(M)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ResFinder",96.61,"Tetracycline","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"tet(Q)",99.48,"1913/1926",99.32502596054,"1..1913","GMGC10.056_851_071.TETP","1..1913","Doxycycline, Tetracycline, Minocycline","L33696","ARO:3000191","tet(Q)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ResFinder",99.48,"Tetracycline","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"tet(W)",97.71,"1398/1920",72.8125,"523..1920","GMGC10.056_858_477.TETP","1..1398","Doxycycline, Tetracycline, Minocycline","AJ427422","ARO:3000194","tet(W)","Perfect","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ResFinder",97.71,"Tetracycline","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"tet(32)",85.2,"1419/1920",72.96875,"511..1920","GMGC10.056_943_425.TETP","61..1470","Doxycycline, Tetracycline, Minocycline","EF626943","ARO:3000196","tet(32)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ResFinder",85.2,"Tetracycline","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"catA2",96.11,"642/642",100,"1..642","GMGC10.056_962_282.CAT","1..642","Chloramphenicol","X53796","ARO:3004656","catII from Escherichia coli K-12","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ResFinder",96.11,"Amphenicol","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"blaCEPH-A3",96.34,"765/765",100,"1..765","GMGC10.056_978_333.CPHA","1..765","Unknown Beta-lactam","AY112998","ARO:3003093","cphA3","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ResFinder",96.34,"Beta-lactam","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"aadA5",100,"579/789",73.384030418251,"1..579","GMGC10.056_978_542.AADA","1..579","Spectinomycin, Streptomycin","AF137361","ARO:3002605","aadA5","Perfect","ARO:0000039,ARO:0000040","spectinomycin,streptomycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","ResFinder",100,"Aminoglycoside","ARO:3004275","ANT(3'')","ant"
"tet(Q)",91.06,"1353/1926",70.2492211838006,"1..1353","GMGC10.056_985_566.TETP","67..1419","Doxycycline, Tetracycline, Minocycline","L33696","ARO:3000191","tet(Q)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","ResFinder",91.06,"Tetracycline","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
